depth [m],Devon73,Isunnguata_M1-10,Jakobshavn95D_T4,Meighen67,Isunnguata_27km-12C,Isunnguata_33km_15N,TD5_91,SiteII,Isunnguata_27km-12B,StationCentrale,Isunnguata_33km_14SB,GRIP,Isunnguata_27km-11A,HansTausen_Hare,Jakobshavn95D_T5,Jakobshavn89A,Agassiz84,Renland88,NEEM,Isunnguata_27km-12A,Isunnguata_33km_14N,CampCentury,Jakobshavn89B,Jakobshavn95D_I2,Isunnguata_33km_14SA,FOXX2,TD4_91a,FOXX1,TD5_90,PrinceWales05,Agassiz77,Isunnguata_33km_15E,Isunnguata_46km-11A,Devon98,DYE-3,Store_R30_BH19c,FladeIsblink06,Jakobshavn95D_T3,TD1_88,CampVI_50,Jakobshavn95D_I1,Isua_10,Isunnguata_33km_15CA,GISP2,TD2_88,Isua_14,TD3_88,Isua_12,Agassiz79b,Isua_11,Isunnguata_33km_14W,Agassiz79a,TD4_91b,Isunnguata_27km-11B,Isua_13,GULL,Store_R29_BH18c,CampIII_78,Store_S30,Tuto_D-11,Isunnguata_27km-11C,Isunnguata_33km_15CB,Isunnguata_M2-10B,Devon72,Isunnguata_13km-10,NGRIP,HansTausen_Dome,Isunnguata_33km_15S,Penny96,Isunnguata_46km-11B
2664,,,,,,,,,,,,-17.9490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.6695,,,,,,,,,,,,,,,,,,,,,,-14.7621,,,,
2665,,,,,,,,,,,,-17.9318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.6466,,,,,,,,,,,,,,,,,,,,,,-14.7341,,,,
2666,,,,,,,,,,,,-17.9111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.6237,,,,,,,,,,,,,,,,,,,,,,-14.7046,,,,
2667,,,,,,,,,,,,-17.8882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.6007,,,,,,,,,,,,,,,,,,,,,,-14.6739,,,,
2668,,,,,,,,,,,,-17.8641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5776,,,,,,,,,,,,,,,,,,,,,,-14.6430,,,,
2669,,,,,,,,,,,,-17.8395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5546,,,,,,,,,,,,,,,,,,,,,,-14.6127,,,,
2670,,,,,,,,,,,,-17.8157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5317,,,,,,,,,,,,,,,,,,,,,,-14.5842,,,,
2671,,,,,,,,,,,,-17.7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5088,,,,,,,,,,,,,,,,,,,,,,-14.5578,,,,
2672,,,,,,,,,,,,-17.7693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.4860,,,,,,,,,,,,,,,,,,,,,,-14.5327,,,,
2673,,,,,,,,,,,,-17.7462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.4632,,,,,,,,,,,,,,,,,,,,,,-14.5083,,,,
2674,,,,,,,,,,,,-17.7230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.4404,,,,,,,,,,,,,,,,,,,,,,-14.4838,,,,
2675,,,,,,,,,,,,-17.6998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.4175,,,,,,,,,,,,,,,,,,,,,,-14.4583,,,,
2676,,,,,,,,,,,,-17.6766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.3946,,,,,,,,,,,,,,,,,,,,,,-14.4318,,,,
2677,,,,,,,,,,,,-17.6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.3717,,,,,,,,,,,,,,,,,,,,,,-14.4048,,,,
2678,,,,,,,,,,,,-17.6303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.3487,,,,,,,,,,,,,,,,,,,,,,-14.3775,,,,
2679,,,,,,,,,,,,-17.6072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.3258,,,,,,,,,,,,,,,,,,,,,,-14.3499,,,,
2680,,,,,,,,,,,,-17.5839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.3028,,,,,,,,,,,,,,,,,,,,,,-14.3223,,,,
2681,,,,,,,,,,,,-17.5607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.2799,,,,,,,,,,,,,,,,,,,,,,-14.2947,,,,
2682,,,,,,,,,,,,-17.5376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.2569,,,,,,,,,,,,,,,,,,,,,,-14.2669,,,,
2683,,,,,,,,,,,,-17.5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.2340,,,,,,,,,,,,,,,,,,,,,,-14.2389,,,,
2684,,,,,,,,,,,,-17.4909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.2110,,,,,,,,,,,,,,,,,,,,,,-14.2108,,,,
2685,,,,,,,,,,,,-17.4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.1880,,,,,,,,,,,,,,,,,,,,,,-14.1824,,,,
2686,,,,,,,,,,,,-17.4415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.1649,,,,,,,,,,,,,,,,,,,,,,-14.1534,,,,
2687,,,,,,,,,,,,-17.4149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.1418,,,,,,,,,,,,,,,,,,,,,,-14.1239,,,,
2688,,,,,,,,,,,,-17.3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.1186,,,,,,,,,,,,,,,,,,,,,,-14.0943,,,,
2689,,,,,,,,,,,,-17.3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0954,,,,,,,,,,,,,,,,,,,,,,-14.0653,,,,
2690,,,,,,,,,,,,-17.3404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0721,,,,,,,,,,,,,,,,,,,,,,-14.0375,,,,
2691,,,,,,,,,,,,-17.3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0488,,,,,,,,,,,,,,,,,,,,,,-14.0113,,,,
2692,,,,,,,,,,,,-17.3057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0254,,,,,,,,,,,,,,,,,,,,,,-13.9863,,,,
2693,,,,,,,,,,,,-17.2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0020,,,,,,,,,,,,,,,,,,,,,,-13.9617,,,,
2694,,,,,,,,,,,,-17.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.9786,,,,,,,,,,,,,,,,,,,,,,-13.9367,,,,
2695,,,,,,,,,,,,-17.2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.9552,,,,,,,,,,,,,,,,,,,,,,-13.9105,,,,
2696,,,,,,,,,,,,-17.2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.9319,,,,,,,,,,,,,,,,,,,,,,-13.8829,,,,
2697,,,,,,,,,,,,-17.1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.9085,,,,,,,,,,,,,,,,,,,,,,-13.8544,,,,
2698,,,,,,,,,,,,-17.1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.8852,,,,,,,,,,,,,,,,,,,,,,-13.8253,,,,
2699,,,,,,,,,,,,-17.0783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.8620,,,,,,,,,,,,,,,,,,,,,,-13.7958,,,,
2700,,,,,,,,,,,,-17.0457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.8387,,,,,,,,,,,,,,,,,,,,,,-13.7664,,,,
2701,,,,,,,,,,,,-17.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.8155,,,,,,,,,,,,,,,,,,,,,,-13.7364,,,,
2702,,,,,,,,,,,,-17.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.7923,,,,,,,,,,,,,,,,,,,,,,-13.7057,,,,
2703,,,,,,,,,,,,-16.9938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.7691,,,,,,,,,,,,,,,,,,,,,,-13.6751,,,,
2704,,,,,,,,,,,,-16.9790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.7459,,,,,,,,,,,,,,,,,,,,,,-13.6452,,,,
2705,,,,,,,,,,,,-16.9616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.7227,,,,,,,,,,,,,,,,,,,,,,-13.6170,,,,
2706,,,,,,,,,,,,-16.9408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.6995,,,,,,,,,,,,,,,,,,,,,,-13.5910,,,,
2707,,,,,,,,,,,,-16.9180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.6764,,,,,,,,,,,,,,,,,,,,,,-13.5667,,,,
2708,,,,,,,,,,,,-16.8939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.6532,,,,,,,,,,,,,,,,,,,,,,-13.5429,,,,
2709,,,,,,,,,,,,-16.8696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.6301,,,,,,,,,,,,,,,,,,,,,,-13.5185,,,,
2710,,,,,,,,,,,,-16.8458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.6069,,,,,,,,,,,,,,,,,,,,,,-13.4923,,,,
2711,,,,,,,,,,,,-16.8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.5837,,,,,,,,,,,,,,,,,,,,,,-13.4634,,,,
2712,,,,,,,,,,,,-16.7994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.5605,,,,,,,,,,,,,,,,,,,,,,-13.4324,,,,
2713,,,,,,,,,,,,-16.7761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.5373,,,,,,,,,,,,,,,,,,,,,,-13.4006,,,,
2714,,,,,,,,,,,,-16.7527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.5141,,,,,,,,,,,,,,,,,,,,,,-13.3694,,,,
2715,,,,,,,,,,,,-16.7292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.4909,,,,,,,,,,,,,,,,,,,,,,-13.3401,,,,
2716,,,,,,,,,,,,-16.7052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.4677,,,,,,,,,,,,,,,,,,,,,,-13.3131,,,,
2717,,,,,,,,,,,,-16.6809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.4445,,,,,,,,,,,,,,,,,,,,,,-13.2873,,,,
2718,,,,,,,,,,,,-16.6566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.4213,,,,,,,,,,,,,,,,,,,,,,-13.2622,,,,
2719,,,,,,,,,,,,-16.6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.3981,,,,,,,,,,,,,,,,,,,,,,-13.2371,,,,
2720,,,,,,,,,,,,-16.6092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.3748,,,,,,,,,,,,,,,,,,,,,,-13.2111,,,,
2721,,,,,,,,,,,,-16.5871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.3515,,,,,,,,,,,,,,,,,,,,,,-13.1844,,,,
2722,,,,,,,,,,,,-16.5659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.3283,,,,,,,,,,,,,,,,,,,,,,-13.1574,,,,
2723,,,,,,,,,,,,-16.5449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.3050,,,,,,,,,,,,,,,,,,,,,,-13.1300,,,,
2724,,,,,,,,,,,,-16.5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.2817,,,,,,,,,,,,,,,,,,,,,,-13.1023,,,,
2725,,,,,,,,,,,,-16.4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.2582,,,,,,,,,,,,,,,,,,,,,,-13.0740,,,,
2726,,,,,,,,,,,,-16.4731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.2346,,,,,,,,,,,,,,,,,,,,,,-13.0449,,,,
2727,,,,,,,,,,,,-16.4443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.2109,,,,,,,,,,,,,,,,,,,,,,-13.0151,,,,
2728,,,,,,,,,,,,-16.4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.1871,,,,,,,,,,,,,,,,,,,,,,-12.9849,,,,
2729,,,,,,,,,,,,-16.3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.1633,,,,,,,,,,,,,,,,,,,,,,-12.9549,,,,
2730,,,,,,,,,,,,-16.3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.1395,,,,,,,,,,,,,,,,,,,,,,-12.9255,,,,
2731,,,,,,,,,,,,-16.3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.1156,,,,,,,,,,,,,,,,,,,,,,-12.8967,,,,
2732,,,,,,,,,,,,-16.3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0917,,,,,,,,,,,,,,,,,,,,,,-12.8682,,,,
2733,,,,,,,,,,,,-16.2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0678,,,,,,,,,,,,,,,,,,,,,,-12.8400,,,,
2734,,,,,,,,,,,,-16.2610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0438,,,,,,,,,,,,,,,,,,,,,,-12.8120,,,,
2735,,,,,,,,,,,,-16.2411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0199,,,,,,,,,,,,,,,,,,,,,,-12.7842,,,,
2736,,,,,,,,,,,,-16.2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.9960,,,,,,,,,,,,,,,,,,,,,,-12.7569,,,,
2737,,,,,,,,,,,,-16.2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.9721,,,,,,,,,,,,,,,,,,,,,,-12.7300,,,,
2738,,,,,,,,,,,,-16.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.9482,,,,,,,,,,,,,,,,,,,,,,-12.7033,,,,
2739,,,,,,,,,,,,-16.1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.9244,,,,,,,,,,,,,,,,,,,,,,-12.6763,,,,
2740,,,,,,,,,,,,-16.1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.9006,,,,,,,,,,,,,,,,,,,,,,-12.6487,,,,
2741,,,,,,,,,,,,-16.1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.8769,,,,,,,,,,,,,,,,,,,,,,-12.6203,,,,
2742,,,,,,,,,,,,-16.0898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.8533,,,,,,,,,,,,,,,,,,,,,,-12.5913,,,,
2743,,,,,,,,,,,,-16.0405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.8298,,,,,,,,,,,,,,,,,,,,,,-12.5620,,,,
2744,,,,,,,,,,,,-15.9943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.8063,,,,,,,,,,,,,,,,,,,,,,-12.5327,,,,
2745,,,,,,,,,,,,-15.9595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.7827,,,,,,,,,,,,,,,,,,,,,,-12.5038,,,,
2746,,,,,,,,,,,,-15.9359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.7591,,,,,,,,,,,,,,,,,,,,,,-12.4752,,,,
2747,,,,,,,,,,,,-15.9166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.7355,,,,,,,,,,,,,,,,,,,,,,-12.4466,,,,
2748,,,,,,,,,,,,-15.8993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.7120,,,,,,,,,,,,,,,,,,,,,,-12.4181,,,,
2749,,,,,,,,,,,,-15.8818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.6884,,,,,,,,,,,,,,,,,,,,,,-12.3900,,,,
2750,,,,,,,,,,,,-15.8620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.6648,,,,,,,,,,,,,,,,,,,,,,-12.3623,,,,
2751,,,,,,,,,,,,-15.8392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.6412,,,,,,,,,,,,,,,,,,,,,,-12.3354,,,,
2752,,,,,,,,,,,,-15.8148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.6176,,,,,,,,,,,,,,,,,,,,,,-12.3092,,,,
2753,,,,,,,,,,,,-15.7895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.5940,,,,,,,,,,,,,,,,,,,,,,-12.2830,,,,
2754,,,,,,,,,,,,-15.7641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.5703,,,,,,,,,,,,,,,,,,,,,,-12.2565,,,,
2755,,,,,,,,,,,,-15.7391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.5467,,,,,,,,,,,,,,,,,,,,,,-12.2288,,,,
2756,,,,,,,,,,,,-15.7145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.5230,,,,,,,,,,,,,,,,,,,,,,-12.1995,,,,
2757,,,,,,,,,,,,-15.6897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.4993,,,,,,,,,,,,,,,,,,,,,,-12.1691,,,,
2758,,,,,,,,,,,,-15.6651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.4756,,,,,,,,,,,,,,,,,,,,,,-12.1380,,,,
2759,,,,,,,,,,,,-15.6408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.4519,,,,,,,,,,,,,,,,,,,,,,-12.1072,,,,
2760,,,,,,,,,,,,-15.6172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.4282,,,,,,,,,,,,,,,,,,,,,,-12.0772,,,,
2761,,,,,,,,,,,,-15.5950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.4045,,,,,,,,,,,,,,,,,,,,,,-12.0482,,,,
2762,,,,,,,,,,,,-15.5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.3807,,,,,,,,,,,,,,,,,,,,,,-12.0197,,,,
2763,,,,,,,,,,,,-15.5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.3570,,,,,,,,,,,,,,,,,,,,,,-11.9916,,,,
2764,,,,,,,,,,,,-15.5309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.3332,,,,,,,,,,,,,,,,,,,,,,-11.9635,,,,
2765,,,,,,,,,,,,-15.5060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.3094,,,,,,,,,,,,,,,,,,,,,,-11.9354,,,,
2766,,,,,,,,,,,,-15.4759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2856,,,,,,,,,,,,,,,,,,,,,,-11.9073,,,,
2767,,,,,,,,,,,,-15.4410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2617,,,,,,,,,,,,,,,,,,,,,,-11.8793,,,,
2768,,,,,,,,,,,,-15.4047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2378,,,,,,,,,,,,,,,,,,,,,,-11.8513,,,,
2769,,,,,,,,,,,,-15.3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2139,,,,,,,,,,,,,,,,,,,,,,-11.8233,,,,
2770,,,,,,,,,,,,-15.3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.1900,,,,,,,,,,,,,,,,,,,,,,-11.7951,,,,
2771,,,,,,,,,,,,-15.3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.1662,,,,,,,,,,,,,,,,,,,,,,-11.7668,,,,
2772,,,,,,,,,,,,-15.2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.1424,,,,,,,,,,,,,,,,,,,,,,-11.7384,,,,
2773,,,,,,,,,,,,-15.2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.1187,,,,,,,,,,,,,,,,,,,,,,-11.7099,,,,
2774,,,,,,,,,,,,-15.2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.0949,,,,,,,,,,,,,,,,,,,,,,-11.6814,,,,
2775,,,,,,,,,,,,-15.2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.0710,,,,,,,,,,,,,,,,,,,,,,-11.6530,,,,
2776,,,,,,,,,,,,-15.2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.0470,,,,,,,,,,,,,,,,,,,,,,-11.6247,,,,
2777,,,,,,,,,,,,-15.1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.0230,,,,,,,,,,,,,,,,,,,,,,-11.5965,,,,
2778,,,,,,,,,,,,-15.1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.9990,,,,,,,,,,,,,,,,,,,,,,-11.5682,,,,
2779,,,,,,,,,,,,-15.1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.9749,,,,,,,,,,,,,,,,,,,,,,-11.5399,,,,
2780,,,,,,,,,,,,-15.1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.9509,,,,,,,,,,,,,,,,,,,,,,-11.5113,,,,
2781,,,,,,,,,,,,-15.0920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.9269,,,,,,,,,,,,,,,,,,,,,,-11.4826,,,,
2782,,,,,,,,,,,,-15.0747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.9030,,,,,,,,,,,,,,,,,,,,,,-11.4538,,,,
2783,,,,,,,,,,,,-15.0577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8791,,,,,,,,,,,,,,,,,,,,,,-11.4248,,,,
2784,,,,,,,,,,,,-15.0388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8552,,,,,,,,,,,,,,,,,,,,,,-11.3956,,,,
2785,,,,,,,,,,,,-15.0158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8312,,,,,,,,,,,,,,,,,,,,,,-11.3661,,,,
2786,,,,,,,,,,,,-14.9833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8072,,,,,,,,,,,,,,,,,,,,,,-11.3362,,,,
2787,,,,,,,,,,,,-14.9412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.7832,,,,,,,,,,,,,,,,,,,,,,-11.3058,,,,
2788,,,,,,,,,,,,-14.8959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.7592,,,,,,,,,,,,,,,,,,,,,,-11.2753,,,,
2789,,,,,,,,,,,,-14.8536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.7351,,,,,,,,,,,,,,,,,,,,,,-11.2446,,,,
2790,,,,,,,,,,,,-14.8204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.7111,,,,,,,,,,,,,,,,,,,,,,-11.2141,,,,
2791,,,,,,,,,,,,-14.7962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.6871,,,,,,,,,,,,,,,,,,,,,,-11.1831,,,,
2792,,,,,,,,,,,,-14.7756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.6631,,,,,,,,,,,,,,,,,,,,,,-11.1516,,,,
2793,,,,,,,,,,,,-14.7570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.6391,,,,,,,,,,,,,,,,,,,,,,-11.1203,,,,
2794,,,,,,,,,,,,-14.7390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.6151,,,,,,,,,,,,,,,,,,,,,,-11.0901,,,,
2795,,,,,,,,,,,,-14.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5911,,,,,,,,,,,,,,,,,,,,,,-11.0617,,,,
2796,,,,,,,,,,,,-14.7009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5671,,,,,,,,,,,,,,,,,,,,,,-11.0358,,,,
2797,,,,,,,,,,,,-14.6826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5431,,,,,,,,,,,,,,,,,,,,,,-11.0118,,,,
2798,,,,,,,,,,,,-14.6639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5191,,,,,,,,,,,,,,,,,,,,,,-10.9884,,,,
2799,,,,,,,,,,,,-14.6436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.4951,,,,,,,,,,,,,,,,,,,,,,-10.9645,,,,
2800,,,,,,,,,,,,-14.6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.4711,,,,,,,,,,,,,,,,,,,,,,-10.9387,,,,
2801,,,,,,,,,,,,-14.5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.4471,,,,,,,,,,,,,,,,,,,,,,-10.9103,,,,
2802,,,,,,,,,,,,-14.5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.4231,,,,,,,,,,,,,,,,,,,,,,-10.8800,,,,
2803,,,,,,,,,,,,-14.5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.3991,,,,,,,,,,,,,,,,,,,,,,-10.8488,,,,
2804,,,,,,,,,,,,-14.4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.3751,,,,,,,,,,,,,,,,,,,,,,-10.8177,,,,
2805,,,,,,,,,,,,-14.4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.3511,,,,,,,,,,,,,,,,,,,,,,-10.7877,,,,
2806,,,,,,,,,,,,-14.4274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.3271,,,,,,,,,,,,,,,,,,,,,,-10.7591,,,,
2807,,,,,,,,,,,,-14.4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.3030,,,,,,,,,,,,,,,,,,,,,,-10.7312,,,,
2808,,,,,,,,,,,,-14.3814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.2790,,,,,,,,,,,,,,,,,,,,,,-10.7036,,,,
2809,,,,,,,,,,,,-14.3591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.2549,,,,,,,,,,,,,,,,,,,,,,-10.6758,,,,
2810,,,,,,,,,,,,-14.3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.2308,,,,,,,,,,,,,,,,,,,,,,-10.6475,,,,
2811,,,,,,,,,,,,-14.3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.2067,,,,,,,,,,,,,,,,,,,,,,-10.6186,,,,
2812,,,,,,,,,,,,-14.2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.1826,,,,,,,,,,,,,,,,,,,,,,-10.5894,,,,
2813,,,,,,,,,,,,-14.2610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.1585,,,,,,,,,,,,,,,,,,,,,,-10.5600,,,,
2814,,,,,,,,,,,,-14.2362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.1344,,,,,,,,,,,,,,,,,,,,,,-10.5303,,,,
