depth [m],Agassiz77,Agassiz79a,Agassiz79b,Agassiz84,CVI_EPF,CampCentury,CampIII_78b,CampVI,DYE-3,Devon72,Devon73,Devon98,FOXX1,FOXX2,FladeIsblink06,GISP2,GRIP,GULL,HansTausen_Dome,HansTausen_Hare,Isua_10,Isua_11,Isua_12,Isua_13,Isua_14,Isunnguata_13km-10,Isunnguata_27km-11A,Isunnguata_27km-11B,Isunnguata_27km-11C,Isunnguata_27km-12A,Isunnguata_27km-12B,Isunnguata_27km-12C,Isunnguata_33km_14N,Isunnguata_33km_14SA,Isunnguata_33km_14SB,Isunnguata_33km_14W,Isunnguata_33km_15CA,Isunnguata_33km_15CB,Isunnguata_33km_15E,Isunnguata_33km_15N,Isunnguata_33km_15S,Isunnguata_46km-11A,Isunnguata_46km-11B,Isunnguata_M1-10,Isunnguata_M2-10B,Jakobshavn89A,Jakobshavn89B,Jakobshavn95D_I1,Jakobshavn95D_I2,Jakobshavn95D_T3,Jakobshavn95D_T4,Jakobshavn95D_T5,Meighen67,NEEM,NGRIP,Penny96,PrinceWales05,Renland88,SiteII,SiteII_EGIG,StationCentrale,StationCentrale_EGIG,Store_R30_BH19c,Store_S30,TD1_88,TD2_88,TD3_88,TD4_91a,TD4_91b,TD5_90,TD5_91,Tuto_D-11
1688,,,,,,,,,-17.1095,,,,,,,-31.8899,-32.0207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.9984,-31.4245,,,,,,,,,,,,,,,,,
1689,,,,,,,,,-17.0999,,,,,,,-31.8871,-32.0171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.9818,-31.4189,,,,,,,,,,,,,,,,,
1690,,,,,,,,,-17.0902,,,,,,,-31.8844,-32.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.9653,-31.4133,,,,,,,,,,,,,,,,,
1691,,,,,,,,,-17.0805,,,,,,,-31.8816,-32.0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.9501,-31.4077,,,,,,,,,,,,,,,,,
1692,,,,,,,,,-17.0708,,,,,,,-31.8788,-32.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.9350,-31.4020,,,,,,,,,,,,,,,,,
1693,,,,,,,,,-17.0611,,,,,,,-31.8760,-32.0030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.9198,-31.3964,,,,,,,,,,,,,,,,,
1694,,,,,,,,,-17.0514,,,,,,,-31.8732,-31.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.9047,-31.3907,,,,,,,,,,,,,,,,,
1695,,,,,,,,,-17.0418,,,,,,,-31.8704,-31.9960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.8895,-31.3851,,,,,,,,,,,,,,,,,
1696,,,,,,,,,-17.0321,,,,,,,-31.8676,-31.9921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.8069,-31.3791,,,,,,,,,,,,,,,,,
1697,,,,,,,,,-17.0212,,,,,,,-31.8647,-31.9882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.7243,-31.3731,,,,,,,,,,,,,,,,,
1698,,,,,,,,,-17.0104,,,,,,,-31.8619,-31.9844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.6418,-31.3671,,,,,,,,,,,,,,,,,
1699,,,,,,,,,-16.9996,,,,,,,-31.8590,-31.9805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.5592,-31.3611,,,,,,,,,,,,,,,,,
1700,,,,,,,,,-16.9887,,,,,,,-31.8562,-31.9766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.4766,-31.3551,,,,,,,,,,,,,,,,,
1701,,,,,,,,,-16.9779,,,,,,,-31.8532,-31.9729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.4594,-31.3491,,,,,,,,,,,,,,,,,
1702,,,,,,,,,-16.9671,,,,,,,-31.8503,-31.9693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.4422,-31.3431,,,,,,,,,,,,,,,,,
1703,,,,,,,,,-16.9562,,,,,,,-31.8473,-31.9656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.4250,-31.3370,,,,,,,,,,,,,,,,,
1704,,,,,,,,,-16.9454,,,,,,,-31.8444,-31.9620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.4078,-31.3310,,,,,,,,,,,,,,,,,
1705,,,,,,,,,-16.9345,,,,,,,-31.8414,-31.9583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3906,-31.3250,,,,,,,,,,,,,,,,,
1706,,,,,,,,,-16.9237,,,,,,,-31.8382,-31.9538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3888,-31.3191,,,,,,,,,,,,,,,,,
1707,,,,,,,,,-16.9129,,,,,,,-31.8351,-31.9494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3870,-31.3131,,,,,,,,,,,,,,,,,
1708,,,,,,,,,-16.9020,,,,,,,-31.8319,-31.9449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3851,-31.3072,,,,,,,,,,,,,,,,,
1709,,,,,,,,,-16.8912,,,,,,,-31.8288,-31.9405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3833,-31.3012,,,,,,,,,,,,,,,,,
1710,,,,,,,,,-16.8804,,,,,,,-31.8256,-31.9360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3815,-31.2953,,,,,,,,,,,,,,,,,
1711,,,,,,,,,-16.8710,,,,,,,-31.8223,-31.9326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3802,-31.2888,,,,,,,,,,,,,,,,,
1712,,,,,,,,,-16.8616,,,,,,,-31.8190,-31.9292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3789,-31.2823,,,,,,,,,,,,,,,,,
1713,,,,,,,,,-16.8523,,,,,,,-31.8158,-31.9258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3775,-31.2758,,,,,,,,,,,,,,,,,
1714,,,,,,,,,-16.8429,,,,,,,-31.8125,-31.9224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3762,-31.2693,,,,,,,,,,,,,,,,,
1715,,,,,,,,,-16.8335,,,,,,,-31.8092,-31.9190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3749,-31.2628,,,,,,,,,,,,,,,,,
1716,,,,,,,,,-16.8242,,,,,,,-31.8058,-31.9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3719,-31.2569,,,,,,,,,,,,,,,,,
1717,,,,,,,,,-16.8148,,,,,,,-31.8025,-31.9112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3689,-31.2509,,,,,,,,,,,,,,,,,
1718,,,,,,,,,-16.8054,,,,,,,-31.7991,-31.9074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3660,-31.2450,,,,,,,,,,,,,,,,,
1719,,,,,,,,,-16.7961,,,,,,,-31.7958,-31.9035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3630,-31.2390,,,,,,,,,,,,,,,,,
1720,,,,,,,,,-16.7867,,,,,,,-31.7924,-31.8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3600,-31.2331,,,,,,,,,,,,,,,,,
1721,,,,,,,,,-16.7773,,,,,,,-31.7890,-31.8950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3588,-31.2266,,,,,,,,,,,,,,,,,
1722,,,,,,,,,-16.7679,,,,,,,-31.7856,-31.8904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3576,-31.2201,,,,,,,,,,,,,,,,,
1723,,,,,,,,,-16.7586,,,,,,,-31.7821,-31.8859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3563,-31.2137,,,,,,,,,,,,,,,,,
1724,,,,,,,,,-16.7492,,,,,,,-31.7787,-31.8813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3551,-31.2072,,,,,,,,,,,,,,,,,
1725,,,,,,,,,-16.7398,,,,,,,-31.7753,-31.8767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3539,-31.2007,,,,,,,,,,,,,,,,,
1726,,,,,,,,,-16.7305,,,,,,,-31.7718,-31.8729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3493,-31.1943,,,,,,,,,,,,,,,,,
1727,,,,,,,,,-16.7207,,,,,,,-31.7683,-31.8690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3447,-31.1879,,,,,,,,,,,,,,,,,
1728,,,,,,,,,-16.7109,,,,,,,-31.7649,-31.8652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3400,-31.1815,,,,,,,,,,,,,,,,,
1729,,,,,,,,,-16.7012,,,,,,,-31.7614,-31.8613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3354,-31.1751,,,,,,,,,,,,,,,,,
1730,,,,,,,,,-16.6914,,,,,,,-31.7579,-31.8575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3308,-31.1687,,,,,,,,,,,,,,,,,
1731,,,,,,,,,-16.6816,,,,,,,-31.7543,-31.8528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3240,-31.1622,,,,,,,,,,,,,,,,,
1732,,,,,,,,,-16.6719,,,,,,,-31.7508,-31.8481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3172,-31.1557,,,,,,,,,,,,,,,,,
1733,,,,,,,,,-16.6621,,,,,,,-31.7472,-31.8434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3104,-31.1492,,,,,,,,,,,,,,,,,
1734,,,,,,,,,-16.6524,,,,,,,-31.7437,-31.8387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3036,-31.1427,,,,,,,,,,,,,,,,,
1735,,,,,,,,,-16.6426,,,,,,,-31.7401,-31.8340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2968,-31.1362,,,,,,,,,,,,,,,,,
1736,,,,,,,,,-16.6328,,,,,,,-31.7365,-31.8298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2899,-31.1293,,,,,,,,,,,,,,,,,
1737,,,,,,,,,-16.6231,,,,,,,-31.7328,-31.8256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2830,-31.1224,,,,,,,,,,,,,,,,,
1738,,,,,,,,,-16.6133,,,,,,,-31.7292,-31.8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2760,-31.1156,,,,,,,,,,,,,,,,,
1739,,,,,,,,,-16.6035,,,,,,,-31.7255,-31.8171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2691,-31.1087,,,,,,,,,,,,,,,,,
1740,,,,,,,,,-16.5920,,,,,,,-31.7219,-31.8129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2622,-31.1018,,,,,,,,,,,,,,,,,
1741,,,,,,,,,-16.5806,,,,,,,-31.7181,-31.8082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2559,-31.0950,,,,,,,,,,,,,,,,,
1742,,,,,,,,,-16.5691,,,,,,,-31.7144,-31.8035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2496,-31.0882,,,,,,,,,,,,,,,,,
1743,,,,,,,,,-16.5576,,,,,,,-31.7106,-31.7988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2432,-31.0813,,,,,,,,,,,,,,,,,
1744,,,,,,,,,-16.5461,,,,,,,-31.7069,-31.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2369,-31.0745,,,,,,,,,,,,,,,,,
1745,,,,,,,,,-16.5347,,,,,,,-31.7031,-31.7894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2306,-31.0677,,,,,,,,,,,,,,,,,
1746,,,,,,,,,-16.5232,,,,,,,-31.6992,-31.7844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2235,-31.0606,,,,,,,,,,,,,,,,,
1747,,,,,,,,,-16.5117,,,,,,,-31.6953,-31.7794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2165,-31.0535,,,,,,,,,,,,,,,,,
1748,,,,,,,,,-16.5002,,,,,,,-31.6915,-31.7744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2094,-31.0465,,,,,,,,,,,,,,,,,
1749,,,,,,,,,-16.4887,,,,,,,-31.6876,-31.7694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.2024,-31.0394,,,,,,,,,,,,,,,,,
1750,,,,,,,,,-16.4773,,,,,,,-31.6837,-31.7644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1953,-31.0323,,,,,,,,,,,,,,,,,
1751,,,,,,,,,-16.4658,,,,,,,-31.6797,-31.7597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1879,-31.0253,,,,,,,,,,,,,,,,,
1752,,,,,,,,,-16.4543,,,,,,,-31.6757,-31.7550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1805,-31.0183,,,,,,,,,,,,,,,,,
1753,,,,,,,,,-16.4428,,,,,,,-31.6717,-31.7502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1732,-31.0114,,,,,,,,,,,,,,,,,
1754,,,,,,,,,-16.4314,,,,,,,-31.6677,-31.7455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1658,-31.0044,,,,,,,,,,,,,,,,,
1755,,,,,,,,,-16.4199,,,,,,,-31.6637,-31.7408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1584,-30.9974,,,,,,,,,,,,,,,,,
1756,,,,,,,,,-16.4084,,,,,,,-31.6596,-31.7358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1498,-30.9902,,,,,,,,,,,,,,,,,
1757,,,,,,,,,-16.3969,,,,,,,-31.6555,-31.7308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1412,-30.9830,,,,,,,,,,,,,,,,,
1758,,,,,,,,,-16.3855,,,,,,,-31.6515,-31.7258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1327,-30.9758,,,,,,,,,,,,,,,,,
1759,,,,,,,,,-16.3740,,,,,,,-31.6474,-31.7208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1241,-30.9686,,,,,,,,,,,,,,,,,
1760,,,,,,,,,-16.3625,,,,,,,-31.6433,-31.7158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1155,-30.9614,,,,,,,,,,,,,,,,,
1761,,,,,,,,,-16.3510,,,,,,,-31.6391,-31.7113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.1034,-30.9548,,,,,,,,,,,,,,,,,
1762,,,,,,,,,-16.3396,,,,,,,-31.6350,-31.7068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.0913,-30.9482,,,,,,,,,,,,,,,,,
1763,,,,,,,,,-16.3281,,,,,,,-31.6308,-31.7022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.0791,-30.9415,,,,,,,,,,,,,,,,,
1764,,,,,,,,,-16.3166,,,,,,,-31.6267,-31.6977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.0670,-30.9349,,,,,,,,,,,,,,,,,
1765,,,,,,,,,-16.3051,,,,,,,-31.6225,-31.6932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.0549,-30.9283,,,,,,,,,,,,,,,,,
1766,,,,,,,,,-16.2952,,,,,,,-31.6182,-31.6877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.0410,-30.9204,,,,,,,,,,,,,,,,,
1767,,,,,,,,,-16.2852,,,,,,,-31.6140,-31.6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.0271,-30.9125,,,,,,,,,,,,,,,,,
1768,,,,,,,,,-16.2753,,,,,,,-31.6097,-31.6768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.0131,-30.9046,,,,,,,,,,,,,,,,,
1769,,,,,,,,,-16.2653,,,,,,,-31.6055,-31.6713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.9992,-30.8967,,,,,,,,,,,,,,,,,
1770,,,,,,,,,-16.2554,,,,,,,-31.6012,-31.6658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.9853,-30.8888,,,,,,,,,,,,,,,,,
1771,,,,,,,,,-16.2454,,,,,,,-31.5968,-31.6608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.9702,-30.8815,,,,,,,,,,,,,,,,,
1772,,,,,,,,,-16.2355,,,,,,,-31.5924,-31.6558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.9551,-30.8743,,,,,,,,,,,,,,,,,
1773,,,,,,,,,-16.2255,,,,,,,-31.5879,-31.6509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.9401,-30.8670,,,,,,,,,,,,,,,,,
1774,,,,,,,,,-16.2156,,,,,,,-31.5835,-31.6459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.9250,-30.8598,,,,,,,,,,,,,,,,,
1775,,,,,,,,,-16.2056,,,,,,,-31.5791,-31.6409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.9099,-30.8525,,,,,,,,,,,,,,,,,
1776,,,,,,,,,-16.1957,,,,,,,-31.5746,-31.6358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.8934,-30.8447,,,,,,,,,,,,,,,,,
1777,,,,,,,,,-16.1857,,,,,,,-31.5700,-31.6307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.8769,-30.8369,,,,,,,,,,,,,,,,,
1778,,,,,,,,,-16.1758,,,,,,,-31.5655,-31.6256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.8604,-30.8291,,,,,,,,,,,,,,,,,
1779,,,,,,,,,-16.1658,,,,,,,-31.5609,-31.6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.8439,-30.8213,,,,,,,,,,,,,,,,,
1780,,,,,,,,,-16.1559,,,,,,,-31.5564,-31.6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.8274,-30.8135,,,,,,,,,,,,,,,,,
1781,,,,,,,,,-16.1452,,,,,,,-31.5518,-31.6102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.8103,-30.8057,,,,,,,,,,,,,,,,,
1782,,,,,,,,,-16.1345,,,,,,,-31.5472,-31.6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.7932,-30.7980,,,,,,,,,,,,,,,,,
1783,,,,,,,,,-16.1239,,,,,,,-31.5425,-31.5999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.7760,-30.7902,,,,,,,,,,,,,,,,,
1784,,,,,,,,,-16.1132,,,,,,,-31.5379,-31.5947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.7589,-30.7825,,,,,,,,,,,,,,,,,
1785,,,,,,,,,-16.1026,,,,,,,-31.5333,-31.5895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.7418,-30.7747,,,,,,,,,,,,,,,,,
1786,,,,,,,,,-16.0919,,,,,,,-31.5286,-31.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.7336,-30.7675,,,,,,,,,,,,,,,,,
1787,,,,,,,,,-16.0812,,,,,,,-31.5239,-31.5771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.7254,-30.7603,,,,,,,,,,,,,,,,,
1788,,,,,,,,,-16.0706,,,,,,,-31.5192,-31.5710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.7173,-30.7532,,,,,,,,,,,,,,,,,
1789,,,,,,,,,-16.0599,,,,,,,-31.5145,-31.5648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.7091,-30.7460,,,,,,,,,,,,,,,,,
1790,,,,,,,,,-16.0493,,,,,,,-31.5098,-31.5586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.7009,-30.7388,,,,,,,,,,,,,,,,,
1791,,,,,,,,,-16.0386,,,,,,,-31.5050,-31.5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.6827,-30.7297,,,,,,,,,,,,,,,,,
1792,,,,,,,,,-16.0280,,,,,,,-31.5002,-31.5468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.6645,-30.7206,,,,,,,,,,,,,,,,,
1793,,,,,,,,,-16.0173,,,,,,,-31.4955,-31.5408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.6463,-30.7114,,,,,,,,,,,,,,,,,
1794,,,,,,,,,-16.0066,,,,,,,-31.4907,-31.5349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.6281,-30.7023,,,,,,,,,,,,,,,,,
1795,,,,,,,,,-15.9931,,,,,,,-31.4859,-31.5290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.6099,-30.6932,,,,,,,,,,,,,,,,,
1796,,,,,,,,,-15.9795,,,,,,,-31.4810,-31.5241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.5838,-30.6856,,,,,,,,,,,,,,,,,
1797,,,,,,,,,-15.9660,,,,,,,-31.4762,-31.5192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.5576,-30.6779,,,,,,,,,,,,,,,,,
1798,,,,,,,,,-15.9524,,,,,,,-31.4713,-31.5142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.5315,-30.6703,,,,,,,,,,,,,,,,,
1799,,,,,,,,,-15.9389,,,,,,,-31.4665,-31.5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.5053,-30.6626,,,,,,,,,,,,,,,,,
1800,,,,,,,,,-15.9253,,,,,,,-31.4616,-31.5044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.4792,-30.6550,,,,,,,,,,,,,,,,,
1801,,,,,,,,,-15.9117,,,,,,,-31.4566,-31.4982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.3474,-30.6473,,,,,,,,,,,,,,,,,
1802,,,,,,,,,-15.8982,,,,,,,-31.4516,-31.4919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.2156,-30.6396,,,,,,,,,,,,,,,,,
1803,,,,,,,,,-15.8846,,,,,,,-31.4467,-31.4857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.0837,-30.6319,,,,,,,,,,,,,,,,,
1804,,,,,,,,,-15.8711,,,,,,,-31.4417,-31.4794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.9519,-30.6242,,,,,,,,,,,,,,,,,
1805,,,,,,,,,-15.8575,,,,,,,-31.4367,-31.4732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.8201,-30.6165,,,,,,,,,,,,,,,,,
1806,,,,,,,,,-15.8440,,,,,,,-31.4316,-31.4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.7982,-30.6084,,,,,,,,,,,,,,,,,
1807,,,,,,,,,-15.8304,,,,,,,-31.4266,-31.4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.7763,-30.6003,,,,,,,,,,,,,,,,,
1808,,,,,,,,,-15.8169,,,,,,,-31.4215,-31.4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.7543,-30.5923,,,,,,,,,,,,,,,,,
1809,,,,,,,,,-15.8033,,,,,,,-31.4165,-31.4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.7324,-30.5842,,,,,,,,,,,,,,,,,
1810,,,,,,,,,-15.7897,,,,,,,-31.4114,-31.4447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.7105,-30.5761,,,,,,,,,,,,,,,,,
1811,,,,,,,,,-15.7762,,,,,,,-31.4062,-31.4382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.7064,-30.5680,,,,,,,,,,,,,,,,,
1812,,,,,,,,,-15.7626,,,,,,,-31.4010,-31.4317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.7023,-30.5600,,,,,,,,,,,,,,,,,
1813,,,,,,,,,-15.7491,,,,,,,-31.3959,-31.4253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.6981,-30.5519,,,,,,,,,,,,,,,,,
1814,,,,,,,,,-15.7355,,,,,,,-31.3907,-31.4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.6940,-30.5439,,,,,,,,,,,,,,,,,
1815,,,,,,,,,-15.7219,,,,,,,-31.3855,-31.4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.6899,-30.5358,,,,,,,,,,,,,,,,,
1816,,,,,,,,,-15.7084,,,,,,,-31.3802,-31.4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.6842,-30.5276,,,,,,,,,,,,,,,,,
1817,,,,,,,,,-15.6960,,,,,,,-31.3750,-31.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.6785,-30.5194,,,,,,,,,,,,,,,,,
1818,,,,,,,,,-15.6835,,,,,,,-31.3697,-31.3917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.6727,-30.5112,,,,,,,,,,,,,,,,,
1819,,,,,,,,,-15.6711,,,,,,,-31.3645,-31.3848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.6670,-30.5030,,,,,,,,,,,,,,,,,
1820,,,,,,,,,-15.6587,,,,,,,-31.3592,-31.3779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.6613,-30.4948,,,,,,,,,,,,,,,,,
